,age,fnlwgt,education.num,capitalGain,capitalLoss,hoursPerWeek
4128,37,48211,0.009000000000000001,0,0,35
4129,18,140164,0.007,0,0,40
4130,35,36270,0.009000000000000001,0,0,60
4131,17,65368,0.007,0,0,12
4132,44,160943,0.009000000000000001,0,0,40
4133,37,208358,0.009000000000000001,0,0,40
4134,35,153790,0.01,0,0,40
4135,60,85815,0.009000000000000001,0,0,40
4136,54,125417,0.004,0,0,40
4137,37,635913,0.013000000000000001,0,0,60
4138,50,313321,0.012,0,0,40
4139,38,182609,0.013000000000000001,0,0,50
4140,45,109434,0.013000000000000001,0,0,55
4141,25,255004,0.006,0,0,40
4142,31,197860,0.01,0,0,40
4143,54,176681,0.009000000000000001,0,0,20
4144,53,140359,0.001,0,0,35
4145,18,243313,0.009000000000000001,0,0,40
4146,75,314209,0.011,0,0,20
4147,65,176796,0.009000000000000001,0,0,40
4148,41,130408,0.009000000000000001,0,0,38
4149,25,159732,0.01,0,0,42
4150,33,110978,0.01,0,0,40
4151,28,76714,0.015,0,0,55
4152,59,268700,0.009000000000000001,0,0,40
4153,40,170525,0.01,0,0,38
4154,41,180138,0.013000000000000001,0,0,50
4155,38,115076,0.014,0,0,70
4156,23,115458,0.009000000000000001,0,0,40
4157,40,347890,0.013000000000000001,0,0,40
4158,41,196001,0.009000000000000001,0,0,20
4159,24,273905,0.012,0,0,50
4160,58,236596,0.009000000000000001,0,0,45
4161,32,183916,0.009000000000000001,0,0,34
4162,41,112763,0.015,0,0,40
4163,42,390781,0.013000000000000001,0,0,40
4164,59,171328,0.006,0,0,30
4165,19,27382,0.01,0,0,40
4166,58,259014,0.01,0,0,20
4167,42,303044,0.009000000000000001,0,0,40
4168,20,117789,0.009000000000000001,0,0,40
4169,32,172579,0.009000000000000001,0,0,30
4170,45,187666,0.011,0,0,45
4171,50,204518,0.004,0,0,40
4172,36,150042,0.013000000000000001,0,0,40
4173,45,98092,0.009000000000000001,0,0,60
4174,17,245918,0.007,0,0,12
4175,26,378322,0.007,0,0,40
4176,37,257295,0.01,0,0,75
4177,64,21174,0.009000000000000001,0,0,40
4178,33,185480,0.013000000000000001,0,0,45
4179,33,222205,0.009000000000000001,0,0,40
4180,61,69867,0.009000000000000001,0,0,40
4181,27,209109,0.014,0,0,35
4182,30,70377,0.009000000000000001,0,0,40
4183,43,477983,0.009000000000000001,0,0,40
4184,35,190174,0.01,0,0,40
4185,25,193787,0.01,0,0,40
4186,22,34918,0.013000000000000001,0,0,15
4187,34,175413,0.012,0,0,45
4188,60,173960,0.013000000000000001,0,0,42
4189,21,205759,0.009000000000000001,0,0,40
4190,41,220531,0.015,0,0,60
4191,50,176609,0.01,0,0,45
4192,25,371987,0.013000000000000001,0,0,40
4193,50,193884,0.004,0,0,40
4194,36,200352,0.013000000000000001,0,0,45
4195,31,127595,0.009000000000000001,0,0,40
4196,29,220419,0.013000000000000001,0,0,56
4197,21,231931,0.01,0,0,45
4198,27,248402,0.013000000000000001,0,0,40
4199,65,111095,0.009000000000000001,0,0,16
4200,37,57424,0.013000000000000001,0,0,60
4201,24,278130,0.009000000000000001,0,0,40
4202,38,169469,0.009000000000000001,0,0,80
4203,21,153718,0.01,0,0,25
4204,31,217460,0.009000000000000001,0,0,45
4205,24,303296,0.01,0,0,40
4206,43,173321,0.009000000000000001,0,0,40
4207,26,193945,0.012,0,0,45
4208,46,83082,0.012,0,0,33
4209,35,193815,0.012,0,0,40
4210,41,34987,0.01,0,0,54
4211,26,59306,0.013000000000000001,0,0,40
4212,36,205607,0.013000000000000001,0,0,40
4213,22,199698,0.01,0,0,15
4214,24,191954,0.01,0,0,40
4215,77,138714,0.01,0,0,40
4216,22,399087,0.003,0,0,40
4217,29,423158,0.01,0,0,40
4218,62,159841,0.009000000000000001,0,0,24
4219,39,174308,0.009000000000000001,0,0,40
4220,35,186110,0.009000000000000001,0,0,45
4221,29,200381,0.007,0,0,40
4222,76,174309,0.014,0,0,10
4223,63,78383,0.009000000000000001,0,0,45
4224,58,321171,0.009000000000000001,0,0,40
4225,41,206565,0.01,0,0,45
4226,26,224563,0.013000000000000001,0,0,40
4227,47,178686,0.011,0,0,40
4228,55,98545,0.006,0,0,40
4229,53,242606,0.009000000000000001,0,0,40
4230,17,270942,0.003,0,0,48
4231,30,94235,0.009000000000000001,0,0,40
4232,49,71195,0.014,0,0,60
4233,19,104112,0.009000000000000001,0,0,30
4234,45,261192,0.009000000000000001,0,0,40
4235,26,94936,0.012,0,0,40
4236,33,85043,0.009000000000000001,0,0,20
4237,22,293364,0.01,0,0,40
4238,43,241895,0.013000000000000001,0,0,42
4239,56,101128,0.012,0,0,25
4240,31,156464,0.013000000000000001,0,0,25
4241,33,117963,0.013000000000000001,0,0,40
4242,26,192262,0.009000000000000001,0,0,40
4243,33,111363,0.013000000000000001,0,0,40
4244,46,329752,0.007,0,0,30
4245,38,95432,0.009000000000000001,0,0,40
4246,65,161400,0.007,0,0,40
4247,40,96129,0.011,0,0,40
4248,42,111949,0.009000000000000001,0,0,35
4249,26,117125,0.005,0,0,40
4250,36,348022,0.006,0,0,24
4251,62,270092,0.014,0,0,40
4252,43,180609,0.013000000000000001,0,0,45
4253,22,410439,0.009000000000000001,0,0,55
4254,28,92262,0.009000000000000001,0,0,40
4255,56,183081,0.01,0,0,45
4256,22,362589,0.012,0,0,15
4257,57,212448,0.013000000000000001,0,0,45
4258,39,481060,0.009000000000000001,0,0,40
4259,26,185885,0.01,0,0,15
4260,17,89821,0.007,0,0,10
4261,40,184018,0.011,0,0,38
4262,45,256649,0.009000000000000001,0,0,40
4263,44,160323,0.009000000000000001,0,0,40
4264,20,350845,0.01,0,0,10
4265,33,267404,0.009000000000000001,0,0,40
4266,23,35633,0.01,0,0,40
4267,46,80914,0.014,0,0,30
4268,38,172927,0.009000000000000001,0,0,50
4269,54,174319,0.009000000000000001,0,0,40
4270,25,344991,0.01,0,0,40
4271,46,108699,0.01,0,0,40
4272,36,117312,0.01,0,0,40
4273,23,396099,0.009000000000000001,0,0,25
4274,29,134152,0.009000000000000001,0,0,40
4275,19,25429,0.01,0,0,16
4276,19,232392,0.009000000000000001,0,0,40
4277,35,220098,0.009000000000000001,0,0,40
4278,27,301302,0.013000000000000001,0,0,50
4279,46,277946,0.012,0,0,40
4280,34,196164,0.009000000000000001,0,0,35
4281,44,115562,0.01,0,0,40
4282,45,96975,0.01,0,0,40
4283,25,86872,0.013000000000000001,0,0,55
4284,52,132178,0.013000000000000001,0,0,50
4285,20,416103,0.01,0,0,40
4286,28,108574,0.01,0,0,40
4287,50,288353,0.013000000000000001,0,0,40
4288,34,227689,0.011,0,0,64
4289,28,110145,0.009000000000000001,0,0,40
4290,46,317253,0.009000000000000001,0,0,25
4291,32,364657,0.01,0,0,50
4292,41,42346,0.01,0,0,24
4293,24,241951,0.009000000000000001,0,0,40
4294,33,118500,0.01,0,0,40
4295,31,1033222,0.01,0,0,40
4296,35,92440,0.008,0,0,50
4297,52,190762,0.002,0,0,40
4298,30,426017,0.007,0,0,19
4299,34,243867,0.007,0,0,40
4300,34,240283,0.009000000000000001,0,0,40
4301,20,61777,0.01,0,0,30
4302,32,92003,0.013000000000000001,0,0,40
4303,29,188401,0.009000000000000001,0,0,40
4304,33,228528,0.006,0,0,35
4305,25,133373,0.009000000000000001,0,0,60
4306,23,204653,0.009000000000000001,0,0,72
4307,63,222289,0.009000000000000001,0,0,40
4308,47,287480,0.014,0,0,40
4309,30,29662,0.012,0,0,25
4310,33,208405,0.014,0,0,50
4311,34,117018,0.01,0,0,40
4312,23,81281,0.01,0,0,40
4313,42,340148,0.01,0,0,40
4314,29,363425,0.013000000000000001,0,0,40
4315,45,45857,0.009000000000000001,0,0,28
4316,24,191073,0.009000000000000001,0,0,40
4317,44,116632,0.01,0,0,40
4318,27,405855,0.005,0,0,40
4319,20,298227,0.01,0,0,35
4320,44,290521,0.009000000000000001,0,0,40
4321,51,56915,0.009000000000000001,0,0,40
4322,20,146538,0.009000000000000001,0,0,40
4323,19,206399,0.009000000000000001,0,0,40
4324,45,197332,0.01,0,0,55
4325,60,245062,0.009000000000000001,0,0,40
4326,44,234885,0.009000000000000001,0,0,40
4327,40,72887,0.011,0,0,40
4328,30,180374,0.009000000000000001,0,0,40
4329,38,351299,0.01,0,0,50
4330,23,54012,0.009000000000000001,0,0,60
4331,44,116632,0.012,0,0,40
4332,54,288825,0.009000000000000001,0,0,40
4333,32,132601,0.013000000000000001,0,0,50
4334,50,193374,0.002,0,0,40
4335,24,170070,0.013000000000000001,0,0,20
4336,37,126708,0.009000000000000001,0,0,60
4337,52,35598,0.009000000000000001,0,0,40
4338,38,33983,0.01,0,0,40
4339,30,118551,0.013000000000000001,0,0,16
4340,60,201965,0.01,0,0,40
4341,35,285020,0.009000000000000001,0,0,40
4342,30,303990,0.009000000000000001,0,0,60
4343,67,49401,0.011,0,0,24
4344,46,279196,0.013000000000000001,0,0,40
4345,17,211870,0.005,0,0,6
4346,22,281432,0.01,0,0,30
4347,27,161155,0.006,0,0,40
4348,23,197904,0.009000000000000001,0,0,35
4349,33,111746,0.012,0,0,45
4350,43,170721,0.01,0,0,20
4351,28,70100,0.013000000000000001,0,0,20
4352,41,193626,0.009000000000000001,0,0,40
4353,25,189775,0.01,0,0,20
4354,59,286967,0.009000000000000001,0,0,45
4355,45,164427,0.013000000000000001,0,0,40
4356,40,347934,0.009000000000000001,0,0,35
4357,46,371373,0.009000000000000001,0,0,40
4358,35,32220,0.012,0,0,60
4359,34,187251,0.009000000000000001,0,0,25
4360,33,178107,0.013000000000000001,0,0,20
4361,41,343121,0.009000000000000001,0,0,36
4362,20,262749,0.01,0,0,40
4363,23,403107,0.003,0,0,40
4364,26,64293,0.01,0,0,35
4365,23,324960,0.009000000000000001,0,0,40
4366,62,114060,0.009000000000000001,0,0,40
4367,52,48925,0.01,0,0,40
4368,58,180980,0.01,0,0,42
4369,25,181054,0.013000000000000001,0,0,40
4370,24,388093,0.013000000000000001,0,0,40
4371,19,249609,0.01,0,0,8
4372,43,112131,0.01,0,0,40
4373,47,543162,0.009000000000000001,0,0,40
4374,39,91996,0.009000000000000001,0,0,40
4375,32,37070,0.011,0,0,45
4376,34,337587,0.01,0,0,50
4377,28,189346,0.009000000000000001,0,0,45
4378,25,267044,0.01,0,0,20
4379,34,108116,0.013000000000000001,0,0,50
4380,24,248344,0.01,0,0,50
4381,37,186035,0.01,0,0,45
4382,44,177905,0.01,0,0,58
4383,28,85812,0.01,0,0,40
4384,42,221172,0.013000000000000001,0,0,40
4385,74,99183,0.01,0,0,9
4386,38,190387,0.009000000000000001,0,0,50
4387,44,202692,0.014,0,0,40
4388,44,109339,0.007,0,0,46
4389,26,108658,0.009000000000000001,0,0,40
4390,36,197202,0.009000000000000001,0,0,40
4391,41,101739,0.012,0,0,50
4392,39,207853,0.008,0,0,50
4393,57,190942,0.002,0,0,30
4394,29,102345,0.011,0,0,40
4395,31,41493,0.013000000000000001,0,0,45
4396,44,210525,0.01,0,0,40
4397,29,133937,0.016,0,0,40
4398,30,237903,0.01,0,0,40
4399,27,163862,0.009000000000000001,0,0,40
4400,27,201872,0.01,0,0,50
4401,32,84179,0.009000000000000001,0,0,45
4402,58,51662,0.006,0,0,8
4403,35,233327,0.01,0,0,40
4404,21,259510,0.009000000000000001,0,0,36
4405,28,184831,0.01,0,0,40
4406,46,245724,0.01,0,0,50
4407,36,27053,0.009000000000000001,0,0,40
4408,72,205343,0.007,0,0,40
4409,35,229328,0.009000000000000001,0,0,40
4410,33,319560,0.011,0,0,40
4411,69,136218,0.007,0,0,40
4412,35,54576,0.009000000000000001,0,0,40
4413,34,148291,0.009000000000000001,0,0,32
4414,30,152453,0.007,0,0,40
4415,28,114053,0.013000000000000001,0,0,55
4416,54,212960,0.013000000000000001,0,0,35
4417,47,264052,0.01,0,0,50
4418,24,82804,0.009000000000000001,0,0,40
4419,52,334273,0.013000000000000001,0,0,60
4420,20,27337,0.009000000000000001,0,0,48
4421,45,433665,0.004,0,0,40
4422,29,110663,0.009000000000000001,0,0,35
4423,47,87490,0.014,0,0,42
4424,24,354351,0.009000000000000001,0,0,40
4425,51,95469,0.009000000000000001,0,0,40
4426,17,242718,0.007,0,0,12
4427,27,158156,0.016,0,0,70
4428,29,350162,0.013000000000000001,0,0,40
4429,36,28738,0.012,0,0,35
4430,58,283635,0.013000000000000001,0,0,40
4431,26,86646,0.01,0,0,45
4432,57,69884,0.009000000000000001,0,0,40
4433,59,199713,0.009000000000000001,0,0,40
4434,27,181659,0.009000000000000001,0,0,40
4435,31,340939,0.013000000000000001,0,0,40
4436,21,197747,0.01,0,0,24
4437,29,34292,0.01,0,0,60
4438,18,156764,0.007,0,0,40
4439,57,103948,0.013000000000000001,0,0,80
4440,60,39352,0.004,0,0,48
4441,23,117789,0.013000000000000001,0,0,40
4442,27,267147,0.009000000000000001,0,0,40
4443,49,136455,0.013000000000000001,0,0,45
4444,32,239824,0.013000000000000001,0,0,40
4445,19,217039,0.01,0,0,28
4446,60,51290,0.004,0,0,40
4447,42,175674,0.005,0,0,40
4448,35,194404,0.012,0,0,40
4449,48,45612,0.009000000000000001,0,0,37
4450,51,410114,0.014,0,0,40
4451,29,182521,0.009000000000000001,0,0,40
4452,36,339772,0.009000000000000001,0,0,40
4453,17,169658,0.006,0,0,21
4454,24,247564,0.009000000000000001,0,0,40
4455,24,249909,0.009000000000000001,0,0,50
4456,27,109881,0.013000000000000001,0,0,20
4457,39,207824,0.009000000000000001,0,0,60
4458,30,369027,0.009000000000000001,0,0,45
4459,50,114117,0.009000000000000001,0,0,32
4460,52,51048,0.013000000000000001,0,0,55
4461,23,190483,0.013000000000000001,0,0,20
4462,45,462440,0.007,0,0,20
4463,65,109351,0.005,0,0,24
4464,29,34383,0.011,0,0,55
4465,47,241832,0.005,0,0,40
4466,30,124187,0.009000000000000001,0,0,60
4467,34,153614,0.009000000000000001,0,0,45
4468,38,267556,0.009000000000000001,0,0,64
4469,33,205469,0.01,0,0,40
4470,49,268090,0.013000000000000001,0,0,26
4471,47,165039,0.01,0,0,40
4472,49,120451,0.006,0,0,40
4473,30,103649,0.013000000000000001,0,0,40
4474,58,35723,0.009000000000000001,0,0,60
4475,19,262601,0.009000000000000001,0,0,14
4476,21,226181,0.013000000000000001,0,0,40
4477,47,248145,0.003,0,0,50
4478,52,289436,0.016,0,0,60
4479,26,75654,0.009000000000000001,0,0,55
4480,60,199378,0.009000000000000001,0,0,40
4481,21,160968,0.01,0,0,40
4482,31,55849,0.01,0,0,45
4483,50,195322,0.016,0,0,40
4484,31,402089,0.009000000000000001,0,0,40
4485,71,78277,0.009000000000000001,0,0,15
4486,30,169496,0.013000000000000001,0,0,40
4487,20,130959,0.01,0,0,20
4488,35,292472,0.016,0,0,40
4489,38,143774,0.01,0,0,45
4490,27,288341,0.009000000000000001,0,0,32
4491,29,71592,0.01,0,0,40
4492,34,106742,0.009000000000000001,0,0,45
4493,44,219288,0.004,0,0,35
4494,43,174524,0.009000000000000001,0,0,40
4495,44,335183,0.008,0,0,40
4496,35,261293,0.014,0,0,60
4497,27,111900,0.01,0,0,40
4498,43,194360,0.014,0,0,38
4499,20,81145,0.01,0,0,25
4500,42,247019,0.009000000000000001,0,0,40
4501,48,110457,0.01,0,0,40
4502,17,368700,0.007,0,0,10
4503,33,182556,0.013000000000000001,0,0,40
4504,50,219420,0.009000000000000001,0,0,50
4505,17,102726,0.008,0,0,16
4506,32,226267,0.01,0,0,40
4507,31,125457,0.009000000000000001,0,0,45
4508,58,204021,0.009000000000000001,0,0,50
4509,29,92262,0.009000000000000001,0,0,48
4510,37,161141,0.011,0,0,40
4511,34,190290,0.009000000000000001,0,0,40
4512,23,430828,0.01,0,0,40
4513,18,59342,0.007,0,0,5
4514,34,136721,0.009000000000000001,0,0,40
4515,45,86644,0.013000000000000001,0,0,55
4516,41,195124,0.014,0,0,35
4517,26,167350,0.009000000000000001,0,0,30
4518,54,113000,0.01,0,0,40
4519,24,140027,0.01,0,0,45
4520,42,262425,0.01,0,0,50
4521,20,316702,0.01,0,0,20
4522,23,335453,0.013000000000000001,0,0,20
4523,35,203628,0.014,0,0,60
4524,30,189620,0.013000000000000001,0,0,40
4525,19,475028,0.009000000000000001,0,0,20
4526,36,110866,0.013000000000000001,0,0,50
4527,21,163870,0.01,0,0,30
4528,31,80145,0.01,0,0,40
4529,44,63042,0.013000000000000001,0,0,50
4530,40,229148,0.008,0,0,40
4531,45,242552,0.01,0,0,40
4532,60,177665,0.009000000000000001,0,0,35
4533,18,208103,0.007,0,0,25
4534,28,296450,0.013000000000000001,0,0,40
4535,36,70282,0.01,0,0,40
4536,36,382635,0.013000000000000001,0,0,35
4537,31,295697,0.009000000000000001,0,0,40
4538,33,194141,0.009000000000000001,0,0,40
4539,19,378418,0.009000000000000001,0,0,40
4540,22,214399,0.01,0,0,15
4541,34,217460,0.013000000000000001,0,0,45
4542,33,182556,0.009000000000000001,0,0,40
4543,50,50459,0.009000000000000001,0,0,42
4544,44,111502,0.009000000000000001,0,0,40
4545,20,299047,0.01,0,0,20
4546,31,223212,0.009000000000000001,0,0,40
4547,23,352139,0.01,0,0,24
4548,55,173093,0.01,0,0,40
4549,25,332702,0.011,0,0,15
4550,36,131414,0.01,0,0,36
4551,43,260960,0.013000000000000001,0,0,50
4552,42,279914,0.013000000000000001,0,0,40
4553,19,192453,0.01,0,0,25
4554,55,200939,0.009000000000000001,0,0,72
4555,26,112847,0.011,0,0,40
4556,17,316929,0.008,0,0,20
4557,42,126319,0.013000000000000001,0,0,40
4558,32,267736,0.01,0,0,40
4559,29,267034,0.007,0,0,40
4560,46,193047,0.013000000000000001,0,0,37
4561,22,223515,0.013000000000000001,0,0,20
4562,58,87510,0.006,0,0,40
4563,23,145111,0.009000000000000001,0,0,50
4564,39,48093,0.009000000000000001,0,0,40
4565,27,31757,0.011,0,0,38
4566,54,285854,0.009000000000000001,0,0,40
4567,33,120064,0.013000000000000001,0,0,45
4568,46,167381,0.009000000000000001,0,0,40
4569,37,103408,0.009000000000000001,0,0,40
4570,36,101460,0.009000000000000001,0,0,18
4571,59,420537,0.009000000000000001,0,0,38
4572,34,119411,0.009000000000000001,0,0,40
4573,53,128272,0.016,0,0,70
4574,51,386773,0.013000000000000001,0,0,55
4575,32,283268,0.006,0,0,42
4576,31,301526,0.01,0,0,40
4577,22,151790,0.01,0,0,30
4578,47,106252,0.013000000000000001,0,0,50
4579,32,188557,0.009000000000000001,0,0,40
4580,26,171114,0.01,0,0,38
4581,37,327323,0.003,0,0,32
4582,31,244147,0.009000000000000001,0,0,55
4583,37,280282,0.011,0,0,24
4584,55,116442,0.009000000000000001,0,0,38
4585,23,282579,0.011,0,0,56
4586,36,51838,0.01,0,0,40
4587,43,226902,0.013000000000000001,0,0,50
4588,54,279129,0.01,0,0,40
4589,40,130760,0.011,0,0,50
4590,41,49572,0.01,0,0,60
4591,40,237601,0.013000000000000001,0,0,55
4592,42,169628,0.01,0,0,38
4593,18,231193,0.008,0,0,30
4594,48,102102,0.011,0,0,50
4595,41,32185,0.013000000000000001,0,0,40
4596,60,31577,0.009000000000000001,0,0,60
4597,22,162343,0.01,0,0,20
4598,61,128831,0.009000000000000001,0,0,40
4599,25,316688,0.009000000000000001,0,0,40
4600,46,90758,0.014,0,0,35
4601,43,154538,0.012,0,0,40
4602,68,315859,0.007,0,0,20
4603,31,51471,0.009000000000000001,0,0,38
4604,17,193830,0.007,0,0,20
4605,64,270333,0.013000000000000001,0,0,40
4606,20,138768,0.009000000000000001,0,0,30
4607,30,191571,0.009000000000000001,0,0,36
4608,43,94113,0.01,0,0,45
4609,22,137510,0.01,0,0,40
4610,17,32607,0.006,0,0,20
4611,47,93208,0.009000000000000001,0,0,75
4612,41,254440,0.011,0,0,60
4613,56,186556,0.01,0,0,50
4614,64,169871,0.009000000000000001,0,0,45
4615,47,191277,0.009000000000000001,0,0,50
4616,48,167159,0.011,0,0,40
4617,31,171871,0.014,0,0,46
4618,29,154411,0.011,0,0,40
4619,30,129227,0.009000000000000001,0,0,40
4620,62,174355,0.009000000000000001,0,0,40
4621,39,680390,0.009000000000000001,0,0,24
4622,43,233130,0.01,0,0,25
4623,24,165474,0.013000000000000001,0,0,40
4624,26,280093,0.01,0,0,40
4625,73,177387,0.009000000000000001,0,0,40
4626,55,105304,0.009000000000000001,0,0,40
4627,25,499233,0.009000000000000001,0,0,40
4628,41,180572,0.013000000000000001,0,0,50
4629,24,321435,0.013000000000000001,0,0,50
4630,63,86108,0.009000000000000001,0,0,6
4631,17,198124,0.007,0,0,20
4632,35,135162,0.01,0,0,50
4633,51,146813,0.01,0,0,40
4634,62,291175,0.013000000000000001,0,0,48
4635,43,102895,0.01,0,0,40
4636,40,33274,0.009000000000000001,0,0,50
4637,37,86551,0.013000000000000001,0,0,45
4638,39,138192,0.013000000000000001,0,0,40
4639,31,118966,0.009000000000000001,0,0,18
4640,61,99784,0.014,0,0,40
4641,26,90980,0.011,0,0,55
4642,46,177407,0.009000000000000001,0,0,50
4643,26,96467,0.013000000000000001,0,0,40
4644,48,327886,0.016,0,0,50
4645,34,111567,0.009000000000000001,0,0,40
4646,34,166545,0.009000000000000001,0,0,40
4647,59,142182,0.009000000000000001,0,0,40
4648,34,188798,0.013000000000000001,0,0,40
4649,49,38563,0.013000000000000001,0,0,56
4650,18,216284,0.007,0,0,20
4651,43,191547,0.009000000000000001,0,0,40
4652,48,285335,0.007,0,0,50
4653,28,142712,0.01,0,0,70
4654,33,80945,0.009000000000000001,0,0,40
4655,24,309055,0.01,0,0,15
4656,21,62339,0.006,0,0,40
4657,17,368700,0.007,0,0,28
4658,39,176186,0.01,0,0,50
4659,29,266855,0.013000000000000001,0,0,40
4660,44,48087,0.013000000000000001,0,0,40
4661,24,121313,0.01,0,0,50
4662,55,282753,0.003,0,0,25
4663,41,194636,0.013000000000000001,0,0,60
4664,23,153044,0.009000000000000001,0,0,7
4665,38,411797,0.011,0,0,40
4666,39,117683,0.009000000000000001,0,0,40
4667,19,376540,0.009000000000000001,0,0,30
4668,49,72393,0.005,0,0,40
4669,32,270335,0.013000000000000001,0,0,40
4670,27,96226,0.009000000000000001,0,0,70
4671,38,95336,0.013000000000000001,0,0,50
4672,33,258498,0.01,0,0,60
4673,23,205865,0.013000000000000001,0,0,28
4674,54,406468,0.009000000000000001,0,0,40
4675,35,372525,0.013000000000000001,0,0,40
4676,28,164170,0.011,0,0,40
4677,42,177307,0.015,0,0,65
4678,40,170108,0.014,0,0,40
4679,47,341995,0.01,0,0,55
4680,22,226508,0.013000000000000001,0,0,50
4681,30,87418,0.013000000000000001,0,0,45
4682,28,109165,0.009000000000000001,0,0,40
4683,63,28856,0.004,0,0,55
4684,51,175897,0.005,0,0,20
4685,22,99697,0.009000000000000001,0,0,40
4686,35,152375,0.009000000000000001,0,0,45
4687,46,171550,0.009000000000000001,0,0,38
4688,37,211154,0.01,0,0,52
4689,24,202570,0.013000000000000001,0,0,15
4690,37,168496,0.009000000000000001,0,0,10
4691,53,68898,0.01,0,0,40
4692,27,93235,0.009000000000000001,0,0,30
4693,38,278924,0.01,0,0,44
4694,53,311020,0.006,0,0,60
4695,34,175878,0.01,0,0,40
4696,23,543028,0.009000000000000001,0,0,40
4697,43,158926,0.014,0,0,50
4698,67,76860,0.009000000000000001,0,0,40
4699,81,136063,0.009000000000000001,0,0,30
4700,21,186648,0.01,0,0,20
4701,23,257509,0.01,0,0,25
4702,25,98155,0.01,0,0,40
4703,42,274198,0.003,0,0,38
4704,38,97083,0.01,0,0,40
4705,32,262153,0.009000000000000001,0,0,40
4706,37,214738,0.009000000000000001,0,0,40
4707,51,138022,0.014,0,0,60
4708,22,91842,0.01,0,0,42
4709,33,373662,0.002,0,0,40
4710,42,162003,0.009000000000000001,0,0,55
4711,51,241843,0.001,0,0,40
4712,23,375871,0.009000000000000001,0,0,40
4713,37,176900,0.009000000000000001,0,0,99
4714,47,21906,0.014,0,0,25
4715,33,143653,0.009000000000000001,0,0,30
4716,31,111567,0.013000000000000001,0,0,40
4717,31,78602,0.012,0,0,40
4718,35,465507,0.009000000000000001,0,0,40
4719,38,196373,0.009000000000000001,0,0,40
4720,18,293227,0.009000000000000001,0,0,45
4721,20,241752,0.009000000000000001,0,0,40
4722,54,166398,0.01,0,0,35
4723,40,184682,0.01,0,0,40
4724,43,250802,0.01,0,0,35
4725,44,325159,0.01,0,0,40
4726,44,174675,0.009000000000000001,0,0,40
4727,43,227065,0.014,0,0,43
4728,51,269080,0.004,0,0,40
4729,18,177722,0.009000000000000001,0,0,20
4730,51,133461,0.01,0,0,40
4731,44,398473,0.01,0,0,70
4732,33,298785,0.006,0,0,40
4733,33,123424,0.013000000000000001,0,0,40
4734,42,176286,0.012,0,0,40
4735,25,150062,0.01,0,0,45
4736,32,169240,0.009000000000000001,0,0,38
4737,32,288273,0.013000000000000001,0,0,70
4738,36,526968,0.006,0,0,40
4739,28,57066,0.009000000000000001,0,0,40
4740,20,323573,0.009000000000000001,0,0,20
4741,35,368825,0.01,0,0,60
4742,55,189721,0.009000000000000001,0,0,20
4743,48,164966,0.013000000000000001,0,0,40
4744,34,202046,0.009000000000000001,0,0,35
4745,28,161538,0.013000000000000001,0,0,35
4746,37,200153,0.009000000000000001,0,0,40
4747,44,32185,0.009000000000000001,0,0,70
4748,25,178326,0.01,0,0,40
4749,40,188693,0.014,0,0,35
4750,34,159929,0.009000000000000001,0,0,40
4751,49,123207,0.009000000000000001,0,0,44
4752,22,284317,0.012,0,0,40
4753,60,154474,0.009000000000000001,0,0,42
4754,45,318280,0.009000000000000001,0,0,40
4755,63,254907,0.011,0,0,20
4756,41,349221,0.009000000000000001,0,0,35
4757,47,335973,0.009000000000000001,0,0,40
4758,44,126701,0.009000000000000001,0,0,40
4759,41,194636,0.011,0,0,40
4760,50,124793,0.009000000000000001,0,0,30
4761,47,192835,0.009000000000000001,0,0,50
4762,35,290226,0.009000000000000001,0,0,45
4763,56,112840,0.009000000000000001,0,0,55
4764,45,89325,0.014,0,0,45
4765,48,33109,0.013000000000000001,0,0,58
4766,20,148294,0.01,0,0,40
4767,38,343642,0.009000000000000001,0,0,40
4768,23,115244,0.013000000000000001,0,0,60
4769,31,162572,0.009000000000000001,0,0,16
4770,58,356067,0.013000000000000001,0,0,40
4771,66,271567,0.009000000000000001,0,0,40
4772,39,180804,0.009000000000000001,0,0,40
4773,26,109186,0.01,0,0,50
4774,51,220537,0.009000000000000001,0,0,40
4775,34,124827,0.011,0,0,40
4776,42,118494,0.01,0,0,44
4777,38,173208,0.014,0,0,25
4778,48,107373,0.004,0,0,40
4779,33,26973,0.011,0,0,40
4780,51,191965,0.009000000000000001,0,0,32
4781,22,122346,0.009000000000000001,0,0,40
4782,41,198316,0.01,0,0,50
4783,48,123075,0.014,0,0,35
4784,42,209370,0.009000000000000001,0,0,30
4785,34,33117,0.01,0,0,40
4786,23,129042,0.009000000000000001,0,0,40
4787,56,169133,0.009000000000000001,0,0,50
4788,45,368561,0.009000000000000001,0,0,55
4789,48,207848,0.006,0,0,40
4790,48,138370,0.014,0,0,50
4791,31,93106,0.011,0,0,40
4792,27,389713,0.01,0,0,40
4793,32,206365,0.009000000000000001,0,0,40
4794,37,123785,0.009000000000000001,0,0,75
4795,34,289984,0.009000000000000001,0,0,30
4796,90,137018,0.009000000000000001,0,0,40
4797,23,137994,0.01,0,0,40
4798,43,341204,0.01,0,0,40
4799,24,34446,0.01,0,0,37
4800,28,187160,0.015,0,0,55
4801,23,217961,0.01,0,0,40
4802,20,74631,0.01,0,0,50
4803,61,125155,0.009000000000000001,0,0,40
4804,53,263925,0.013000000000000001,0,0,40
4805,52,44728,0.01,0,0,55
